ĀQ	阿Q
zhuàngzhì	壮志
zhuàngzhìlíngyún	壮志凌云
zhuàngzhìwèichóu	壮志未酬
zhuàngzú	壮族
zhuàngkuàng	状况
zhuàngtài	状态
zhuàngtàicānshù	状态参数
zhuàngyǔ	状语
zhuàngchē	撞车
zhuàngdǎo	撞倒
zhuànghuài	撞坏
zhuàngjī	撞击
zhuàngjiàn	撞见
zhuàngshāng	撞伤
zhuībēnzhúběi	追奔逐北
zhuīběnqióngyuán	追本穷源
zhuībǔ	追捕
zhuīchá	追查
zhuīdào	追悼
zhuīdàohuì	追悼会
zhuīgǎn	追赶
zhuīgēn	追根
zhuīgēnjiūdǐ	追根究底
zhuīhái	追还
zhuīhuí	追回
zhuījì	追记
zhuījiā	追加
zhuījiǎo	追缴
zhuījiū	追究
zhuīqiú	追求
zhuīrèn	追认
zhuīshòu	追授
zhuīshù	追述
zhuīsù	追溯
zhuīsuí	追随
zhuīsuízhě	追随者
zhuībēnzhúběi	追亡逐北
zhuīwěi	追尾
zhuīwèn	追问
zhuīxún	追寻
zhuīyì	追忆
zhuīzhú	追逐
zhuīzōng	追踪
zhuīgǔ	椎骨
zhuījiānpán	椎间盘
zhuījiānpántūchū	椎间盘突出
chuíxīnlìxuè	椎心泣血
zhuīchǔnángzhōng	锥处囊中
zhuīdāozhīmò	锥刀之末
zhuīdù	锥度
zhuīgǔ	锥骨
zhuìhuǐ	坠毁
zhuìluò	坠落
zhuìhé	缀合
zhuìzhuìbùān	惴惴不安
zhuìshù	赘述
zhūnzhūngàojiè	谆谆告诫
zhūnzhūnjiàodǎo	谆谆教导
zhūnzhūnjiàohuì	谆谆教诲
zhǔnbǎo	准保
zhǔnbèi	准备
zhǔnbèihǎo	准备好
zhǔnbèiqī	准备期
zhǔnbīnyǔ	准宾语
zhǔnjiǎ	准假
zhǔnjiāng	准将
zhǔnquè	准确
zhǔnquèdù	准确度
zhǔnquèlǜ	准确率
zhǔnquèwúwù	准确无误
zhǔnquèxìng	准确性
zhǔnshéng	准绳
zhǔnshí	准时
zhǔnxǔ	准许
zhǔnyǔ	准予
zhǔnzé	准则
zhuóěrbùqún	卓尔不群
zhuójiàn	卓见
zhuójué	卓绝
zhuóshí	卓识
zhuóyǒuchéngxiào	卓有成效
zhuóyǒuyuǎnjiàn	卓有远见
zhuóyuè	卓越
zhuózhù	卓著
zhuōjiàn	拙见
zhuōliè	拙劣
zhuōpǔ	拙朴
zhuōzhù	拙著
zhuōzuò	拙作
zhuōjīnjiànzhǒu	捉襟见肘
zhuōmícáng	捉迷藏
zhuōmō	捉摸
zhuōmōbùdìng	捉摸不定
zhuōná	捉拿
zhuōnòng	捉弄
zhuōzéizhuōzāng	捉贼捉赃
zhuōzhù	捉住
zhuōmiàn	桌面
zhuōyǐ	桌椅
zhuōyǐbǎndèng	桌椅板凳
zhuōzǐ	桌子
zhuójiàn	灼见
zhuórè	灼热
zhuóshāng	灼伤
zhuózhuàng	茁壮
zhuózhuàngchéngzhǎng	茁壮成长
zhuódù	浊度
zhuódìng	酌定
zhuóliáng	酌量
zhuóqíng	酌情
zhuóqíngchǔlǐ	酌情处理
zhuóshí	啄食
zhuóbǐ	着笔
zháobiān	着边
zháochuáng	着床
zháodì	着地
zhāoér	着儿
zhāofǎ	着法
zhefēng	着风
zháohuāng	着慌
zháohuǒ	着火
zháohuǒdiǎn	着火点
zháojí	着急
zháojìnér	着劲儿
zhelǐ	着哩
zhuólì	着力
zhuólìdiǎn	着力点
zháoliáng	着凉
zhuólù	着陆
zhuóluò	着落
zháománg	着忙
zháomí	着迷
zháomó	着魔
zhuómò	着墨
zhene	着呢
zháosānbùzháoliǎng	着三不着两
zhuósè	着色
zhuósèjì	着色剂
zhuóshí	着实
zhuóshǒu	着手
zhuóshǒuchéngchūn	着手成春
zhāoshù	着数
zhesīlì	着丝粒
zhuóxiǎng	着想
zhuóyǎn	着眼
zhuóyǎndiǎn	着眼点
zhuóyì	着意
zhuózhòng	着重
zhuózhòngdiǎn	着重点
zhuózhònghào	着重号
zhuózhòngyú	着重于
zhuózhuāng	着装
zuómobùtòu	琢磨不透
zhuófànánshǔ	擢发难数
zǐxì	仔细
zǐchù	仔畜
zǐzǐxìxì	仔仔细细
zīzī	孜孜
zīzībùjuàn	孜孜不倦
zīzīyǐqiú	孜孜以求
zīxún	咨询
zīsè	姿色
zīshì	姿势
zītài	姿态
zīběn	资本
zīběnjīlěi	资本积累
zīběnjiā	资本家
zīběnlùn	资本论
zīběnshìchǎng	资本市场
zīběnzēngzhí	资本增殖
zīběnzhǔyì	资本主义
zīběnzhǔyìshèhuì	资本主义社会
zīběnzhǔyìzhìdù	资本主义制度
zīcái	资财
zīchǎn	资产
zīchǎnjiējí	资产阶级
zīchǎnjiējízìyóuhuà	资产阶级自由化
zīgé	资格
zījīn	资金
zījīnláiyuán	资金来源
zīlì	资历
zīliào	资料
zīliàokǎ	资料卡
zīliàokù	资料库
zīshēn	资深
zīyuán	资源
zīyuángòngxiǎng	资源共享
zīzhìtōngjiàn	资治通鉴
zīzhù	资助
zībó	淄博
zībǔ	滋补
zīzhǎng	滋长
zīrùn	滋润
zīshēng	滋生
zīshì	滋事
zīwèi	滋味
zīyǎng	滋养
zīzhòng	辎重
zīzhūbìjiào	锱铢必较
zǐgǔ	籽骨
zǐzhǒng	籽种
zǐchē	子车
zǐdàn	子弹
zǐdì	子弟
zǐdìbīng	子弟兵
zǐgōngsī	子公司
zǐjíhé	子集合
zǐjiégòu	子结构
zǐjù	子句
zǐmǔdàn	子母弹
zǐnǚ	子女
zǐsūn	子孙
zǐsūnhòudài	子孙后代
zǐwǔquān	子午圈
zǐxìtǒng	子系统
zǐxūwūyǒu	子虚乌有
zǐchù	子畜
zǐyuèshīyún	子曰诗云
zǐfū	姊夫
zǐmèi	姊妹
zǐhéchē	紫河车
zǐhóng	紫红
zǐhóngsè	紫红色
zǐjìnchéng	紫禁城
zǐqìdōnglái	紫气东来
zǐsè	紫色
zǐshíyīng	紫石英
zǐtánsè	紫檀色
zǐwàixiàn	紫外线
zìcháng	字长
zìchúlǐ	字处理
zìdiǎn	字典
zìdiào	字调
zìjì	字迹
zìjù	字句
zìjù	字据
zìjuǎn	字卷
zìlǐhángjiān	字里行间
zìmú	字模
zìmǔ	字母
zìshù	字数
zìtiě	字帖
zìtiěér	字帖儿
zìyǎn	字眼
zìyàng	字样
zìzhēnjùzhuó	字斟句酌
zìzìjùjù	字字句句
zìài	自爱
zìbàn	自办
zìbàozìqì	自暴自弃
zìbēi	自卑
zìbèi	自备
zìbiànliàng	自变量
zìbiànshù	自变数
zìbùdàiyán	自不待言
zìbùliànglì	自不量力
zìcánxínghuì	自惭形秽
zìchá	自查
zìchà	自差
zìchēng	自称
zìchéng	自成
zìchéngyījiā	自成一家
zìchéng	自乘
zìchí	自持
zìchóu	自筹
zìchūjīzhù	自出机杼
zìzhuàn	自传
zìzhuàntǐ	自传体
zìchuīzìléi	自吹自擂
zìdà	自大
zìdàkuáng	自大狂
zìdé	自得
zìdéqílè	自得其乐
zìdòng	自动
zìdòngtiáoxié	自动调谐
zìdònghuà	自动化
zìdòngkòngzhì	自动控制
zìdòngqiānbǐ	自动铅笔
zìfā	自发
zìfāxìng	自发性
zìfèi	自费
zìfēn	自分
zìfēng	自封
zìfù	自负
zìfùyíngkuī	自负盈亏
zìgānduòluò	自甘堕落
zìgǎnyìng	自感应
zìgāo	自高
zìgāozìdà	自高自大
zìgàofènyǒng	自告奋勇
zìgèér	自各儿
zìjǐ	自给
zìjǐlǜ	自给率
zìjǐyǒuyú	自给有余
zìjǐzìzú	自给自足
zìgòng	自供
zìgòngzhuàng	自供状
zìgòng	自贡
zìgǔyǐlái	自古以来
zìgùbùxiá	自顾不暇
zìháo	自豪
zìháogǎn	自豪感
zìhuāchuánfěn	自花传粉
zìjǐ	自己
zìjiā	自家
zìjiàn	自荐
zìjiāoxì	自交系
zìjìn	自尽
zìjìn	自禁
zìjū	自居
zìjué	自决
zìjuéquán	自决权
zìjué	自觉
zìjuéxìng	自觉性
zìjuézìyuàn	自觉自愿
zìjuéfénmù	自掘坟墓
zìkòng	自控
zìkuā	自夸
zìkuìbùrú	自愧不如
zìláihóng	自来红
zìláishuǐ	自来水
zìlǐ	自理
zìlì	自力
zìlìgēngshēng	自力更生
zìlì	自立
zìlìgēngshēng	自立更生
zìlìménhù	自立门户
zìliú	自流
zìliúdì	自留地
zìlǜ	自律
zìmàizìkuā	自卖自夸
zìmǎn	自满
zìmiǎn	自勉
zìmíngdéyì	自鸣得意
zìmìngbùfán	自命不凡
zìmóuzhíyè	自谋职业
zìpēnjǐng	自喷井
zìqīqīrén	自欺欺人
zìqiáng	自强
zìqiángbùxī	自强不息
zìqīngzìjiàn	自轻自贱
zìqǔmièwáng	自取灭亡
zìránbǎohù	自然保护
zìránbǎohùqū	自然保护区
zìráncūn	自然村
zìránduìshù	自然对数
zìránérrán	自然而然
zìránfāshēng	自然发生
zìránguān	自然观
zìránguīlǜ	自然规律
zìránhuánjìng	自然环境
zìránjiè	自然界
zìránjīngjì	自然经济
zìránkēxué	自然科学
zìránlì	自然力
zìránměi	自然美
zìránshù	自然数
zìránshùliè	自然数列
zìránxuǎnzé	自然选择
zìránzāihài	自然灾害
zìránzīyuán	自然资源
zìrú	自如
zìruò	自若
zìshā	自杀
zìshàngérxià	自上而下
zìshēn	自身
zìshēngzìmiè	自生自灭
zìxǐng	自省
zìshíqíguǒ	自食其果
zìshíqílì	自食其力
zìshíqíyán	自食其言
zìshǐzhìzhōng	自始至终
zìshìshèngāo	自视甚高
zìshì	自恃
zìshǒu	自首
zìshù	自述
zìsī	自私
zìsīzìlì	自私自利
zìtǎokǔchī	自讨苦吃
zìtǎoméiqù	自讨没趣
zìtǐfēnjiě	自体分解
zìtiānérjiàng	自天而降
zìtóuluówǎng	自投罗网
zìwéijiējí	自为阶级
zìwèi	自卫
zìwèi	自慰
zìwèn	自问
zìwǒ	自我
zìwǒbiǎoxiàn	自我表现
zìwǒtiáojié	自我调节
zìwǒjiěcháo	自我解嘲
zìwǒpīpíng	自我批评
zìwǒtáozuì	自我陶醉
zìwǒxīshēng	自我牺牲
zìwǒzuògǔ	自我作古
zìxí	自习
zìxiàérshàng	自下而上
zìxiāngcánshā	自相残杀
zìxiāngmáodùn	自相矛盾
zìxiāngyúròu	自相鱼肉
zìxiāo	自销
zìxièchē	自卸车
zìxièqìchē	自卸汽车
zìxīn	自新
zìxìn	自信
zìxìnxīn	自信心
zìxíng	自行
zìxíngchē	自行车
zìxíngchēpéng	自行车棚
zìxíngchǔlǐ	自行处理
zìxínghuǒpào	自行火炮
zìxíngqíshì	自行其是
zìxuán	自旋
zìxuǎnshāngchǎng	自选商场
zìxuǎnshìchǎng	自选市场
zìxuéchéngcái	自学成才
zìxúnduǎnjiàn	自寻短见
zìyánzìyǔ	自言自语
zìyǐwéidéjì	自以为得计
zìyǐwéishì	自以为是
zìyíng	自营
zìyòng	自用
zìyóu	自由
zìyóudù	自由度
zìyóufànlàn	自由泛滥
zìyóufàngrèn	自由放任
zìyóuhuà	自由化
zìyóujìngzhēng	自由竞争
zìyóuluòtǐ	自由落体
zìyóumàoyìqū	自由贸易区
zìyóusǎnmàn	自由散漫
zìyóushìchǎng	自由市场
zìyóushì	自由式
zìyóuwángguó	自由王国
zìyóuyǒng	自由泳
zìyóuzhǔyì	自由主义
zìyóuzìzài	自由自在
zìyòu	自幼
zìyúzìlè	自娱自乐
zìyǔ	自语
zìyuánqíshuō	自圆其说
zìyuànzìyì	自怨自艾
zìyuàn	自愿
zìzhīzhīmíng	自知之明
zìzhì	自制
zìzhì	自治
zìzhìqū	自治区
zìzhìxiàn	自治县
zìzhìzhōu	自治州
zìzhòng	自重
zìzhǔ	自主
zìzhǔjīngyíng	自主经营
zìzhǔquán	自主权
zìzhuàn	自转
zìzú	自足
zìzūn	自尊
zìzūnxīn	自尊心
zìzuòcōngmíng	自作聪明
zìzuòduōqíng	自作多情
zìzuòzhǔzhāng	自作主张
zìzuòzìshòu	自作自受
zìxíngwújì	恣行无忌
zìyìwàngwéi	恣意妄为
zōngfǎ	宗法
zōngjiào	宗教
zōngjiàogǎigé	宗教改革
zōngjiàohuà	宗教画
zōngjiàojiè	宗教界
zōngjiàoxué	宗教学
zōngpài	宗派
zōngpàizhǔyì	宗派主义
zōngqīn	宗亲
zōngzhǐ	宗旨
zōngguān	综观
zōnghé	综合
zōnghédàxué	综合大学
zōnghéfángzhì	综合防治
zōnghéhuà	综合化
zōnghékāifā	综合开发
zōnghékǎochá	综合考察
zōnghélìyòng	综合利用
zōnghépínghéng	综合平衡
zōnghétǐ	综合体
zōnghéxíng	综合型
zōnghéxìng	综合性
zōnghéyīyuàn	综合医院
zōnghéyǔ	综合语
zōnghézhēng	综合征
zōnghézhèng	综合症
zōnghézhìlǐ	综合治理
zōngkuò	综括
zōngshàngsuǒshù	综上所述
zōngshù	综述
zōngzhìwěi	综治委
zōnghóng	棕红
zōngmáo	棕毛
zōngsè	棕色
zōngjì	踪迹
zōngyǐng	踪影
zōngshuā	鬃刷
zǒngbàgōng	总罢工
zǒngbiānjí	总编辑
zǒngbù	总部
zǒngcái	总裁
zǒngcān	总参
zǒngcānmóubù	总参谋部
zǒngcānmóuzhǎng	总参谋长
zǒngchǎn	总产
zǒngchǎnliàng	总产量
zǒngchǎnzhí	总产值
zǒngcháng	总长
zǒngchǎng	总厂
zǒngchēng	总称
zǒngchéngjì	总成绩
zóngděi	总得
zǒngdeláikàn	总的来看
zǒngdeláishuō	总的来说
zǒngdeshuōlái	总的说来
zǒngdòngyuán	总动员
zǒngduì	总队
zǒngduìzhǎng	总队长
zǒngdūnwèi	总吨位
zǒngé	总额
zǒngéryánzhī	总而言之
zǒngfāngzhēn	总方针
zǒngfēn	总分
zǒngfúwùtái	总服务台
zǒnggànshi	总干事
zǒnggōng	总工
zǒnggōngchéngshī	总工程师
zǒnggōnghuì	总工会
zǒnggōngsī	总公司
zǒnggòng	总共
zǒngguī	总归
zǒnghé	总合
zǒnghé	总和
zǒnghòu	总后
zǒnghòuqínbù	总后勤部
zǒnghuì	总会
zǒngkuàijìshī	总会计师
zǒngjī	总机
zǒngjì	总计
zǒngjià	总价
zǒngjiān	总监
zǒngjiǎozhījiāo	总角之交
zǒngjiàoliàn	总教练
zǒngjié	总结
zǒngjiéhuì	总结会
zǒngjiéjīngyàn	总结经验
zǒngjiéxìng	总结性
zǒngjīnglǐ	总经理
zǒngjú	总局
zǒngkuò	总括
zǒnglǎn	总揽
zǒnglǐ	总理
zǒngliàng	总量
zǒnglǐngshì	总领事
zǒngliúliàng	总流量
zǒnglùxiàn	总路线
zǒnglùn	总论
zǒngmiànjī	总面积
zǒngnéng	总能
zǒngpíng	总评
zǒngrénkǒu	总人口
zǒngrènwu	总任务
zǒngshānghuì	总商会
zǒngshì	总是
zǒngshōurù	总收入
zǒngshūji	总书记
zǒngshù	总数
zǒngsīlìng	总司令
zǒngsuàn	总算
zǒngtǐ	总体
zǒngtǐguīhuà	总体规划
zǒngtǒng	总统
zǒngtǒngzhì	总统制
zǒngwù	总务
zǒngwùzhǎng	总务长
zǒngwùchù	总务处
zǒngxiào	总校
zǒngxiédìng	总协定
zǒngxīngxì	总星系
zǒngháng	总行
zǒngyīyuàn	总医院
zǒngyùsuàn	总预算
zǒngzé	总则
zǒngzhàn	总站
zǒngzhàng	总帐
zǒngzhèng	总政
zǒngzhèngzhìbù	总政治部
zǒngzhī	总之
zǒngzhī	总支
zǒngzhí	总值
zǒngzhǐhuī	总指挥
zǒngzhòng	总重
zòngduì	纵队
zòngguān	纵观
zòngguàn	纵贯
zònghéng	纵横
zònghéngbǎihé	纵横捭阖
zònghéngchíchěng	纵横驰骋
zònghéngjiā	纵横家
zònghéngjiāocuò	纵横交错
zònghéngtán	纵横谈
zònghǔguīshān	纵虎归山
zònglǎn	纵览
zòngliè	纵裂
zònglùn	纵论
zòngqiēmiàn	纵切面
zòngqíng	纵情
zòngrán	纵然
zòngróng	纵容
zòngshēn	纵深
zòngshǐ	纵使
zòngtán	纵谈
zòngxiàng	纵向
zǒuchá	走查
zǒuchū	走出
zǒudiào	走调
zǒudòng	走动
zǒudú	走读
zǒudúshēng	走读生
zǒufǎng	走访
zǒugāngsī	走钢丝
zǒuguò	走过
zǒuguòchǎng	走过场
zǒuhóng	走红
zǒuhóngyùn	走红运
zǒuhòumén	走后门
zǒujíduān	走极端
zǒujiēchuànxiàng	走街串巷
zǒujìn	走进
zǒuláng	走廊
zǒulù	走路
zǒumǎdēng	走马灯
zǒumǎguānhuā	走马观花
zǒumǎhuànjiāng	走马换将
zǒumǎkànhuā	走马看花
zǒumǎshàngrèn	走马上任
zǒunèixiàn	走内线
zǒunánchuǎngběi	走南闯北
zǒuqiào	走俏
zǒuqīnqi	走亲戚
zǒusàn	走散
zǒushǎi	走色
zǒushàng	走上
zǒusī	走私
zǒusīfàn	走私犯
zǒutóuwúlù	走投无路
zǒuwānlù	走弯路
zǒuwèishàngjì	走为上计
zǒuxiàng	走向
zǒuyùn	走运
zǒuzheqiáo	走着瞧
zòuyuè	奏乐
zòumíngqǔ	奏鸣曲
zòuxiào	奏效
zòuzhé	奏折
zūchē	租车
zūjià	租价
zūjiè	租借
zūjīn	租金
zūlìn	租赁
zūqī	租期
zūyòng	租用
zūyǔ	租与
zūyuē	租约
zúbùchūhù	足不出户
zúdǐ	足底
zúgòu	足够
zújì	足迹
zújiàn	足见
zúqiú	足球
zúqiúchǎng	足球场
zúqiúduì	足球队
zúqiúsài	足球赛
zúsè	足色
zútán	足坛
zúyǐ	足以
zúzhì	足智
zúzhìduōmóu	足智多谋
zúzhǎng	族长
zǔzhòu	诅咒
zǔài	阻碍
zǔdǎng	阻挡
zúdǎngcéng	阻挡层
zúdǎngwù	阻挡物
zǔgé	阻隔
zǔjié	阻截
zǔlán	阻拦
zǔlì	阻力
zǔnán	阻难
zǔnáo	阻挠
zǔsè	阻塞
zǔzhǐ	阻止
zǔzhǎng	组长
zǔchéng	组成
zǔchéngbùfen	组成部分
zǔfēn	组分
zǔgé	组阁
zǔhé	组合
zǔhéguì	组合柜
zǔhéshì	组合式
zǔhéyīnxiǎng	组合音响
zǔjiàn	组建
zúqǔ	组曲
zǔtuán	组团
zǔwěihuì	组委会
zǔyuán	组员
zǔzhī	组织
zǔzhībù	组织部
zǔzhīguānxì	组织关系
zǔzhījìlǜ	组织纪律
zǔzhīshɑng	组织上
zǔzhīshēnghuó	组织生活
zǔzhīxíngshì	组织形式
zǔzhīxìng	组织性
zǔzhīyuán	组织原
zǔzhīzhě	组织者
zǔzhuāng	组装
zǔbèi	祖辈
zǔchuán	祖传
zǔfù	祖父
zǔfùmǔ	祖父母
zǔguó	祖国
zǔjí	祖籍
zǔlǜ	祖率
zǔmǔ	祖母
zúmǔlǜ	祖母绿
zǔshàng	祖上
zǔxiān	祖先
zǔzǔbèibèi	祖祖辈辈
zuànchuáng	钻床
zuàngǎn	钻杆
zuàngōng	钻工
zuànjī	钻机
zuànjiè	钻戒
zuānjìn	钻劲
zuànjìn	钻进
zuànjǐng	钻井
zuānjǐngduì	钻井队
zuānjǐngjī	钻井机
zuānjǐngyè	钻井液
zuānkòngzi	钻空子
zuānkǒng	钻孔
zuānkǒngjī	钻孔机
zuànláizuànqù	钻来钻去
zuānménzǐ	钻门子
zuānmóu	钻谋
zuānniújiǎojiān	钻牛角尖
zuànshí	钻石
zuàntǎ	钻塔
zuàntái	钻台
zuāntàn	钻探
zuāntànjī	钻探机
zuāntiānliǔ	钻天柳
zuāntiānyáng	钻天杨
zuàntóu	钻头
zuānxīn	钻心
zuānxīnchóng	钻心虫
zuānyán	钻研
zuānyíng	钻营
zuànzuàn	钻钻
zuǐjiānshétóukuài	嘴尖舌头快
zuíjiǎo	嘴角
zuǐkěnní	嘴啃泥
zuìchū	最初
zuìdà	最大
zuìdàhuà	最大化
zuìdàxiàndù	最大限度
zuìdī	最低
zuìdīdiǎn	最低点
zuìdījià	最低价
zuìdǐxiɑ	最底下
zuìduō	最多
zuìgāo	最高
zuìgāodiǎn	最高点
zuìgāofǎyuàn	最高法院
zuìgāofēng	最高峰
zuìgāojí	最高级
zuìgāorénmínfǎyuàn	最高人民法院
zuìgāorénmínjiǎncháyuàn	最高人民检察院
zuìgāosùdù	最高速度
zuìhǎo	最好
zuìhòu	最后
zuìhòutōngdié	最后通牒
zuìhuài	最坏
zuìhuìguó	最惠国
zuìhuìguódàiyù	最惠国待遇
zuìjiā	最佳
zuìjìn	最近
zuìkuài	最快
zuìqiángyīn	最强音
zuìshǎo	最少
zuìshìdù	最适度
zuìwéi	最为
zuìxiān	最先
zuìxiǎo	最小
zuìxīn	最新
zuìzǎo	最早
zuìzhōng	最终
zuìzhǔyào	最主要
zuìbùróngzhū	罪不容诛
zuìdàèjí	罪大恶极
zuìè	罪恶
zuìètāotiān	罪恶滔天
zuìfàn	罪犯
zuìgāiwànsǐ	罪该万死
zuìguo	罪过
zuìkuí	罪魁
zuìkuíhuòshǒu	罪魁祸首
zuìmíng	罪名
zuìniè	罪孽
zuìnièshēnzhòng	罪孽深重
zuìxíng	罪行
zuìyǒuyīngdé	罪有应得
zuìzé	罪责
zuìzénàntáo	罪责难逃
zuìzhèng	罪证
zuìzhuàng	罪状
zuìshēngmèngsǐ	醉生梦死
zuìwēngzhīyìbùzàijiǔ	醉翁之意不在酒
zūnzhǎng	尊长
zūnchēng	尊称
zūnguì	尊贵
zūnhào	尊号
zūnjìng	尊敬
zūnlǎoàiyòu	尊老爱幼
zūnqīn	尊亲
zūnshī	尊师
zūnshīàishēng	尊师爱生
zūnshīzhòngdào	尊师重道
zūnshīzhòngjiào	尊师重教
zūnxìngdàmíng	尊姓大名
zūnyán	尊严
zūnzhòng	尊重
zūnzhòngréncái	尊重人才
zūncóng	遵从
zūnjìshǒufǎ	遵纪守法
zūnmìng	遵命
zūnshǒu	遵守
zūnxíng	遵行
zūnxún	遵循
zūnyìhuìyì	遵义会议
zūnzhào	遵照
zūnzhàozhíxíng	遵照执行
zuórì	昨日
zuótiān	昨天
zuótiānwǎnjiān	昨天晚间
zuótiānyèjiān	昨天夜间
zuówǎn	昨晚
zuóyè	昨夜
zuǒbiɑn	左边
zuǒcè	左侧
zuǒzhuàn	左传
zuǒdàopángmén	左道旁门
zuǒgùyòupàn	左顾右盼
zuǒlā	左拉
zuǒlínyòushè	左邻右舍
zuǒmiàn	左面
zuǒpài	左派
zuǒpiězǐ	左撇子
zuǒqīng	左倾
zuǒquàn	左券
zuǒshǒu	左手
zuǒsīyòuxiǎng	左思右想
zuǒxuán	左旋
zuǒyì	左翼
zuǒyōngyòubào	左拥右抱
zuǒyòu	左右
zuǒyòuféngyuán	左右逢源
zuǒyòukāigōng	左右开弓
zuǒyòuliǎngnán	左右两难
zuǒyòushǒu	左右手
zuǒyòuwéinán	左右为难
zuǒzhīyòuchù	左支右绌
zuǒzhuǎn	左转
zuǒzhuǎnwān	左转弯
zuǒzhèng	佐证
zuòài	作爱
zuòàn	作案
zuòbà	作罢
zuòbàn	作伴
zuòbǎo	作保
zuòbì	作弊
zuòbìshàngguān	作壁上观
zuòbié	作别
zuòchéng	作成
zuòchóng	作崇
zuòchū	作出
zuòcí	作词
zuòdá	作答
zuòdào	作到
zuòdōng	作东
zuòduì	作对
zuòè	作恶
zuòèduōduān	作恶多端
zuòfǎ	作法
zuòfǎzìbì	作法自毙
zuōfɑngshì	作坊式
zuòfèi	作废
zuòfēng	作风
zuògěng	作梗
zuògōng	作工
zuògǔ	作古
zuòguài	作怪
zuòguān	作官
zuòguǐ	作鬼
zuòhuà	作画
zuòhuó	作活
zuòjiā	作家
zuòjià	作价
zuòjiǎ	作假
zuòjiānfànkē	作奸犯科
zuòjiǎnzìfù	作茧自缚
zuòjiàn	作件
zuòjiàn	作践
zuòkè	作客
zuòkèsīxiǎng	作客思想
zuòkùnshòudòu	作困兽斗
zuòlè	作乐
zuóliào	作料
zuòluàn	作乱
zuòméi	作媒
zuòměi	作美
zuòmèng	作梦
zuònán	作难
zuòniǎoshòusàn	作鸟兽散
zuòniè	作孽
zuōnòng	作弄
zuòǒu	作呕
zuòpài	作派
zuòpéi	作陪
zuòpéi	作赔
zuòpǐn	作品
zuòqǔ	作曲
zuòqǔjiā	作曲家
zuòrén	作人
zuòrúshìguān	作如是观
zuòsè	作色
zuòshēng	作声
zuòshī	作诗
zuòshì	作势
zuòshóujiǎo	作手脚
zuòshòu	作寿
zuòshù	作数
zuòsuì	作祟
zuòtài	作态
zuòtòng	作痛
zuòtú	作图
zuòtútí	作图题
zuòwēizuòfú	作威作福
zuòwéi	作为
zuòwěi	作伪
zuòwěizhèng	作伪证
zuòwén	作文
zuòwénbù	作文簿
zuòwénzhāng	作文章
zuòwù	作物
zuòxī	作息
zuòxì	作戏
zuòxiǎng	作响
zuòxié	作协
zuòxìng	作兴
zuòxiù	作秀
zuòxuéwen	作学问
zuòyè	作业
zuòyèběn	作业本
zuòyètí	作业题
zuōyī	作揖
zuòyì	作艺
zuòyǒng	作俑
zuòyòng	作用
zuòyònglì	作用力
zuòyòngyù	作用域
zuòzéixīnxū	作贼心虚
zuòzhàn	作战
zuòzhě	作者
zuòzhèng	作证
zuòzhǔ	作主
zuòzhǔn	作准
zuòzhǔnbèi	作准备
zuòběicháonán	坐北朝南
zuòbiāo	坐标
zuòbiāoxì	坐标系
zuòchē	坐车
zuòchīshānkōng	坐吃山空
zuòdài	坐待
zuòděng	坐等
zuòdìfēnzāng	坐地分赃
zuòérlùndào	坐而论道
zuògǔ	坐骨
zuògǔshénjīng	坐骨神经
zuògǔshénjīngtòng	坐骨神经痛
zuòguānchéngbài	坐观成败
zuòhuáibùluàn	坐怀不乱
zuòjiān	坐监
zuòjǐngguāntiān	坐井观天
zuòlà	坐蜡
zuòlěngbǎndèng	坐冷板凳
zuòlìbùān	坐立不安
zuòluò	坐落
zuòshānguānhǔdòu	坐山观虎斗
zuòshī	坐失
zuòshīliángjī	坐失良机
zuòshībùjiù	坐视不救
zuòshōuyúlì	坐收渔利
zuòtánhuì	坐谈会
zuòwòbùān	坐卧不安
zuòxià	坐下
zuòxiǎngqíchéng	坐享其成
zuòyǐdàibì	坐以待毙
zuòcì	座次
zuògǔ	座骨
zuòhào	座号
zuòluò	座落
zuòshàngbīn	座上宾
zuòtán	座谈
zuòtánhuì	座谈会
zuòwèi	座位
zuòwúxūxí	座无虚席
zuòyòumíng	座右铭
zuòchéng	做成
zuòdà	做大
zuòdào	做到
zuòdehǎo	做得好
zuòfǎ	做法
zuògōng	做工
zuòhǎo	做好
zuòmǎimài	做买卖
zuòmèng	做梦
zuòqīn	做亲
zuòquāntào	做圈套
zuòshì	做事
zuòshǒujiǎo	做手脚
zuòwéi	做为
zuòwénzhāng	做文章
zuòxì	做戏
zuòyītiānhéshɑngzhuàngyītiānzhōng	做一天和尚撞一天钟
zuòzéixīnxū	做贼心虚
zuòzhǔ	做主
āigèr	挨个儿
bájiānr	拔尖儿
bàr	把儿
báibānr	白班儿
báigānr	白干儿
bǎitānr	摆摊儿
bǎncār	板擦儿
bàndàor	半道儿
bāogānr	包干儿
